x,y,z,sx,sy,sz
755505.03,3279269.87,32.73,0.0052,0.0052,0.0129
755504.91,3279267.63,32.67,0.0076,0.0093,0.0207
755503.18,3279266.82,32.63,0.0160,0.0207,0.0386
755502.84,3279268.55,32.68,0.0052,0.0052,0.0122
755510.05,3279271.98,33.01,0.0061,0.0060,0.0145
755506.66,3279268.96,32.72,0.0054,0.0057,0.0137
755506.85,3279269.81,32.75,0.0056,0.0072,0.0213
755510.37,3279271.65,33.01,0.0054,0.0055,0.0123
755513.73,3279272.63,33.10,0.0100,0.0066,0.0178
755503.62,3279268.34,32.69,0.0051,0.0052,0.0121
755506.09,3279269.06,32.73,0.0047,0.0051,0.0114
755504.10,3279266.96,32.67,0.0051,0.0056,0.0124
755506.99,3279269.28,32.74,0.0047,0.0050,0.0111
755509.35,3279269.78,32.85,0.0076,0.0078,0.0208
755506.23,3279268.05,32.72,0.0047,0.0055,0.0120
755513.48,3279272.22,33.19,0.0153,0.0061,0.0230
755504.43,3279267.30,32.70,0.0068,0.0103,0.0209
755509.79,3279270.41,32.91,0.0063,0.0058,0.0157
755505.71,3279268.23,32.69,0.0061,0.0063,0.0154
755503.46,3279267.25,32.65,0.0064,0.0065,0.0145
755513.69,3279273.28,33.16,0.0099,0.0071,0.0179
755509.33,3279271.01,33.03,0.0084,0.0068,0.0221
755506.88,3279269.94,32.72,0.0049,0.0050,0.0120
755505.03,3279270.17,32.72,0.0049,0.0050,0.0117
755512.08,3279274.28,33.13,0.0091,0.0073,0.0184
755511.41,3279274.99,33.10,0.0067,0.0076,0.0161
755507.15,3279273.07,32.86,0.0053,0.0056,0.0165
755505.29,3279272.10,32.77,0.0052,0.0051,0.0144
755501.29,3279270.12,32.66,0.0071,0.0054,0.0148
755502.05,3279270.73,32.68,0.0062,0.0050,0.0137
755508.90,3279276.23,33.05,0.0075,0.0092,0.0214
755505.54,3279271.76,32.74,0.0073,0.0060,0.0198
755514.61,3279271.77,33.12,0.0267,0.0100,0.0407
755505.72,3279271.83,32.75,0.0066,0.0058,0.0181
755515.34,3279271.63,33.11,0.0300,0.0099,0.0415
755512.64,3279273.87,33.10,0.0122,0.0102,0.0255
755514.68,3279273.47,33.10,0.0326,0.0175,0.0492
755514.66,3279271.68,33.10,0.0253,0.0095,0.0385
755504.82,3279266.44,32.69,0.0053,0.0062,0.0135
755506.17,3279266.65,32.69,0.0119,0.0195,0.0436
755506.72,3279266.87,32.72,0.0047,0.0059,0.0129
755512.11,3279273.99,33.11,0.0158,0.0144,0.0361
755506.84,3279271.75,32.79,0.0070,0.0067,0.0236
755512.00,3279275.26,33.09,0.0192,0.0213,0.0438
755512.84,3279275.79,33.11,0.0223,0.0185,0.0404
755510.63,3279271.26,33.04,0.0054,0.0057,0.0135
755510.64,3279277.07,33.02,0.0165,0.0287,0.0492
755512.57,3279274.06,33.11,0.0137,0.0119,0.0289
755510.77,3279275.85,33.12,0.0339,0.0474,0.0995
755507.27,3279272.73,32.79,0.0052,0.0054,0.0132
755504.17,3279266.14,32.64,0.0055,0.0063,0.0135
755505.92,3279270.21,32.76,0.0053,0.0051,0.0135
755513.60,3279274.43,33.13,0.0175,0.0134,0.0310
755508.43,3279267.98,32.79,0.0051,0.0064,0.0169
755516.00,3279272.39,33.11,0.0131,0.0075,0.0208
755511.46,3279270.39,33.02,0.0062,0.0058,0.0147
755507.00,3279267.81,32.71,0.0059,0.0060,0.0157
755515.04,3279273.29,33.08,0.0240,0.0118,0.0348
755512.09,3279269.26,32.95,0.0082,0.0061,0.0210
755509.66,3279267.87,32.80,0.0056,0.0068,0.0184
755507.83,3279266.85,32.73,0.0048,0.0068,0.0147
755506.53,3279266.13,32.68,0.0049,0.0063,0.0133
755505.07,3279265.30,32.59,0.0062,0.0107,0.0193
755508.37,3279267.16,32.73,0.0048,0.0054,0.0120
755511.89,3279269.51,32.99,0.0062,0.0057,0.0148
755509.86,3279268.33,32.78,0.0054,0.0060,0.0151
755509.01,3279267.86,32.76,0.0050,0.0057,0.0136
755513.11,3279270.43,33.03,0.0295,0.0062,0.0600
755509.49,3279268.53,32.77,0.0049,0.0053,0.0123
755511.88,3279270.06,33.03,0.0056,0.0059,0.0136
755509.32,3279268.68,32.76,0.0053,0.0057,0.0151
755509.78,3279269.24,32.85,0.0051,0.0053,0.0144
755508.09,3279268.73,32.76,0.0048,0.0051,0.0116
755508.81,3279269.20,32.76,0.0049,0.0052,0.0120
755511.32,3279270.69,32.91,0.0064,0.0056,0.0171
755514.96,3279272.93,33.31,0.0081,0.0075,0.0163
755513.05,3279272.38,33.10,0.0114,0.0076,0.0227
755508.70,3279270.44,32.80,0.0065,0.0066,0.0253
755508.08,3279270.27,32.77,0.0053,0.0055,0.0173
755509.90,3279271.67,32.97,0.0058,0.0058,0.0155
755514.54,3279274.51,33.16,0.0198,0.0139,0.0311
755513.65,3279275.74,33.17,0.0143,0.0138,0.0259
755510.50,3279274.54,33.10,0.0070,0.0083,0.0188
755509.35,3279274.34,33.01,0.0094,0.0125,0.0380
755512.42,3279276.81,33.14,0.0294,0.0326,0.0577
755510.25,3279266.98,32.76,0.0090,0.0119,0.0459
755508.34,3279264.93,32.73,0.0048,0.0090,0.0182
755517.24,3279270.60,33.16,0.0321,0.0078,0.0392
755516.67,3279270.02,33.10,0.0338,0.0074,0.0440
755507.09,3279265.11,32.72,0.0066,0.0121,0.0251
755516.32,3279269.78,33.15,0.0604,0.0100,0.0788
755510.17,3279267.38,32.76,0.0051,0.0058,0.0159
755509.87,3279266.34,32.76,0.0047,0.0057,0.0132
755511.54,3279266.95,32.81,0.0107,0.0114,0.0398
755508.40,3279267.85,32.75,0.0050,0.0050,0.0117
755515.90,3279269.88,33.11,0.0568,0.0101,0.0806
755507.73,3279264.78,32.76,0.0050,0.0090,0.0179
755511.38,3279266.61,32.78,0.0050,0.0056,0.0132
755508.24,3279270.40,32.78,0.0051,0.0053,0.0135
755505.63,3279263.19,32.53,0.0087,0.0174,0.0266
755514.58,3279268.41,33.14,0.0073,0.0057,0.0148
755510.48,3279266.00,32.81,0.0048,0.0058,0.0131
755507.96,3279264.50,32.58,0.0049,0.0067,0.0138
755509.17,3279265.31,32.71,0.0048,0.0063,0.0140
755506.51,3279263.76,32.46,0.0056,0.0071,0.0146
755512.31,3279267.27,32.93,0.0056,0.0056,0.0142
755506.89,3279264.12,32.47,0.0055,0.0070,0.0146
755509.04,3279265.69,32.67,0.0049,0.0060,0.0143
755510.04,3279266.37,32.75,0.0049,0.0053,0.0121
755509.52,3279266.17,32.74,0.0047,0.0060,0.0137
755505.75,3279264.26,32.68,0.0071,0.0107,0.0199
755511.24,3279267.72,32.81,0.0054,0.0056,0.0150
755512.58,3279268.68,32.94,0.0065,0.0056,0.0166
755514.60,3279270.25,33.21,0.0077,0.0063,0.0161
755506.86,3279265.81,32.58,0.0053,0.0059,0.0134
755508.52,3279266.85,32.71,0.0050,0.0053,0.0126
755510.56,3279268.11,32.82,0.0050,0.0053,0.0138
755512.03,3279269.88,33.02,0.0067,0.0068,0.0186
755505.42,3279266.22,32.53,0.0058,0.0057,0.0135
755511.49,3279269.89,32.97,0.0055,0.0055,0.0136
755509.47,3279269.18,32.86,0.0050,0.0052,0.0114
755512.18,3279271.09,33.10,0.0071,0.0065,0.0181
755505.79,3279267.87,32.65,0.0071,0.0056,0.0169
755508.98,3279270.21,32.81,0.0050,0.0053,0.0130
755511.46,3279272.17,32.95,0.0074,0.0074,0.0224
755510.87,3279272.18,33.08,0.0071,0.0101,0.0234
755514.77,3279268.10,33.24,0.0079,0.0074,0.0184
755515.66,3279266.71,33.14,0.0083,0.0068,0.0168
755513.48,3279269.39,33.19,0.0098,0.0090,0.0288
755512.88,3279270.10,33.18,0.0067,0.0078,0.0198
755513.57,3279268.54,33.13,0.0067,0.0069,0.0165
755514.13,3279267.73,33.12,0.0074,0.0076,0.0173
755514.94,3279266.99,33.06,0.0079,0.0063,0.0166
755513.87,3279268.02,33.11,0.0087,0.0081,0.0203
755515.62,3279267.09,33.19,0.0097,0.0078,0.0197
755514.43,3279268.80,33.16,0.0069,0.0061,0.0162
755515.12,3279267.27,33.17,0.0088,0.0075,0.0199
755512.78,3279269.39,33.10,0.0063,0.0069,0.0189
755515.97,3279267.05,33.22,0.0115,0.0081,0.0229
755515.41,3279267.30,33.17,0.0088,0.0073,0.0181
755513.33,3279270.12,33.18,0.0100,0.0107,0.0306
755513.64,3279268.14,33.08,0.0088,0.0086,0.0214
755511.86,3279264.73,32.76,0.0049,0.0059,0.0148
755513.08,3279265.13,32.84,0.0084,0.0094,0.0261
755515.18,3279266.65,33.07,0.0061,0.0057,0.0124
755510.60,3279263.64,32.61,0.0049,0.0108,0.0228
755507.98,3279262.17,32.31,0.0118,0.0210,0.0400
755507.26,3279261.79,32.29,0.0074,0.0129,0.0220
755509.33,3279263.06,32.48,0.0050,0.0107,0.0209
755515.10,3279266.40,33.12,0.0102,0.0067,0.0210
755516.77,3279267.43,33.28,0.0082,0.0059,0.0154
755518.56,3279268.85,33.56,0.0155,0.0065,0.0210
755515.88,3279267.30,33.18,0.0155,0.0071,0.0303
755516.67,3279268.02,33.26,0.0122,0.0060,0.0201
755514.42,3279266.76,33.08,0.0060,0.0055,0.0139
755517.62,3279268.75,33.44,0.0129,0.0062,0.0194
755513.23,3279266.26,32.98,0.0056,0.0055,0.0143
755512.68,3279266.37,32.98,0.0051,0.0054,0.0130
755508.72,3279264.36,32.57,0.0050,0.0056,0.0130
755508.84,3279265.13,32.57,0.0055,0.0058,0.0148
755517.55,3279270.11,33.49,0.0398,0.0093,0.0489
755509.47,3279265.51,32.63,0.0051,0.0055,0.0139
755512.37,3279267.26,32.99,0.0052,0.0054,0.0147
755507.00,3279264.25,32.40,0.0135,0.0127,0.0355
755514.88,3279268.89,33.27,0.0076,0.0069,0.0190
755516.36,3279270.33,33.45,0.0135,0.0076,0.0225
755506.04,3279265.08,32.52,0.0107,0.0057,0.0202
755517.07,3279271.45,33.56,0.0142,0.0089,0.0220
755509.38,3279267.44,32.76,0.0052,0.0051,0.0130
755507.65,3279266.50,32.62,0.0063,0.0051,0.0143
755507.47,3279267.07,32.64,0.0060,0.0051,0.0139
755515.52,3279271.72,33.45,0.0103,0.0084,0.0198
755510.56,3279269.05,32.96,0.0052,0.0056,0.0138
755515.66,3279272.15,33.47,0.0131,0.0097,0.0233
755504.88,3279266.24,32.39,0.0113,0.0063,0.0217
755513.17,3279271.23,33.28,0.0060,0.0067,0.0146
755505.19,3279267.03,32.63,0.0128,0.0051,0.0214
755515.39,3279273.50,33.49,0.0099,0.0102,0.0197
755512.76,3279272.14,33.24,0.0069,0.0085,0.0192
755504.50,3279267.89,32.38,0.0102,0.0051,0.0194
755516.41,3279265.97,33.14,0.0089,0.0072,0.0181
755516.98,3279265.84,33.19,0.0120,0.0077,0.0226
755516.22,3279265.56,33.04,0.0069,0.0058,0.0154
755516.27,3279265.60,33.03,0.0080,0.0066,0.0167
755516.91,3279265.07,33.06,0.0088,0.0060,0.0159
755512.12,3279262.41,32.62,0.0061,0.0185,0.0418
755510.00,3279261.48,32.53,0.0066,0.0137,0.0268
755507.07,3279265.01,32.59,0.0093,0.0057,0.0200
755508.44,3279261.50,32.51,0.0072,0.0097,0.0200
755511.47,3279263.08,32.61,0.0046,0.0049,0.0127
755508.46,3279261.40,32.51,0.0089,0.0127,0.0250
755516.38,3279265.14,32.98,0.0274,0.0118,0.0561
755510.29,3279262.45,32.59,0.0047,0.0052,0.0136
755511.10,3279263.68,32.62,0.0048,0.0051,0.0136
755510.94,3279264.11,32.63,0.0052,0.0055,0.0163
755509.24,3279264.63,32.65,0.0169,0.0143,0.0596
755516.23,3279265.72,33.05,0.0071,0.0061,0.0148
755509.29,3279261.31,32.54,0.0062,0.0101,0.0200
755517.08,3279265.23,33.14,0.0096,0.0083,0.0195
755511.08,3279262.11,32.59,0.0047,0.0058,0.0148
755510.33,3279262.32,32.58,0.0047,0.0052,0.0136
755513.94,3279271.37,33.27,0.0223,0.0397,0.0804
755518.25,3279266.32,33.22,0.0130,0.0059,0.0206
755512.85,3279262.62,32.65,0.0050,0.0080,0.0190
755514.06,3279263.35,32.78,0.0068,0.0084,0.0217
755519.25,3279267.52,33.39,0.0149,0.0064,0.0211
755518.27,3279267.18,33.32,0.0208,0.0070,0.0330
755513.38,3279265.46,32.78,0.0049,0.0053,0.0122
755518.16,3279268.32,33.35,0.0339,0.0107,0.0484
755508.15,3279262.86,32.55,0.0078,0.0082,0.0203
755518.69,3279268.90,33.40,0.0192,0.0081,0.0265
755510.68,3279264.76,32.44,0.0052,0.0053,0.0135
755513.15,3279266.66,32.88,0.0051,0.0056,0.0127
755509.57,3279264.85,32.22,0.0069,0.0051,0.0181
755518.06,3279270.01,33.38,0.0222,0.0154,0.0362
755516.51,3279269.34,33.38,0.0097,0.0076,0.0196
755510.28,3279265.86,32.58,0.0052,0.0053,0.0134
755514.79,3279269.51,33.25,0.0129,0.0132,0.0378
755510.92,3279267.41,32.95,0.0054,0.0056,0.0201
755517.39,3279271.13,33.43,0.0116,0.0103,0.0209
755516.07,3279271.68,33.35,0.0114,0.0141,0.0255
755516.93,3279272.23,33.48,0.0113,0.0123,0.0216
755515.62,3279271.68,33.36,0.0110,0.0134,0.0252
755518.26,3279264.04,33.14,0.0130,0.0101,0.0281
755517.30,3279264.53,33.09,0.0055,0.0057,0.0118
755515.07,3279267.73,33.27,0.0125,0.0192,0.0501
755516.43,3279262.54,32.67,0.0082,0.0077,0.0211
755512.74,3279260.28,32.01,0.0049,0.0114,0.0239
755514.41,3279261.45,32.37,0.0052,0.0075,0.0216
755513.76,3279261.24,32.27,0.0047,0.0066,0.0177
755518.49,3279264.80,33.22,0.0112,0.0061,0.0211
755517.85,3279264.98,33.22,0.0071,0.0065,0.0143
755514.40,3279263.11,32.76,0.0051,0.0051,0.0128
755517.00,3279264.71,33.05,0.0100,0.0063,0.0183
755512.61,3279262.18,32.70,0.0074,0.0052,0.0173
755514.98,3279263.83,32.76,0.0048,0.0051,0.0112
755517.87,3279266.29,33.31,0.0121,0.0113,0.0342
755517.74,3279266.25,33.07,0.0076,0.0095,0.0249
755514.24,3279264.79,32.77,0.0049,0.0053,0.0129
755513.82,3279265.01,32.78,0.0048,0.0052,0.0120
755510.28,3279263.52,32.08,0.0072,0.0060,0.0209
755515.52,3279266.58,33.01,0.0054,0.0100,0.0229
755508.68,3279262.68,31.78,0.0189,0.0163,0.0519
755511.91,3279264.58,32.54,0.0050,0.0051,0.0125
755512.64,3279265.11,32.58,0.0050,0.0055,0.0222
755510.00,3279263.60,32.63,0.0180,0.0066,0.0308
755515.45,3279267.42,33.25,0.0112,0.0115,0.0254
755512.06,3279265.80,32.63,0.0065,0.0062,0.0205
755507.97,3279264.66,32.01,0.0128,0.0059,0.0283
755512.00,3279264.50,32.68,0.0049,0.0052,0.0137
755511.42,3279266.16,32.74,0.0049,0.0054,0.0121
755511.66,3279267.13,32.81,0.0057,0.0058,0.0163
755513.33,3279268.85,33.00,0.0080,0.0075,0.0167
755509.44,3279259.12,32.80,0.0070,0.0120,0.0245
755510.24,3279259.98,32.66,0.0059,0.0102,0.0231
755511.55,3279262.99,32.65,0.0052,0.0051,0.0128
755512.55,3279265.18,32.75,0.0052,0.0059,0.0155
755511.46,3279264.98,32.66,0.0077,0.0085,0.0289
755512.52,3279265.81,32.75,0.0064,0.0077,0.0183
755512.01,3279266.78,32.76,0.0049,0.0058,0.0125
755513.95,3279260.27,32.62,0.0111,0.0080,0.0292
755512.87,3279259.72,32.60,0.0108,0.0069,0.0225
755520.21,3279261.77,33.07,0.0050,0.0051,0.0112
755513.52,3279261.27,32.68,0.0094,0.0062,0.0217
755512.28,3279262.40,32.70,0.0059,0.0049,0.0127
755511.23,3279261.92,32.65,0.0065,0.0048,0.0129
755513.25,3279258.62,32.60,0.0050,0.0045,0.0101
755509.26,3279262.43,32.62,0.0181,0.0055,0.0297
755510.15,3279261.64,32.64,0.0074,0.0048,0.0134
755511.67,3279262.35,32.69,0.0064,0.0049,0.0130
755512.99,3279262.54,32.72,0.0056,0.0049,0.0127
755512.78,3279260.01,32.64,0.0052,0.0045,0.0107
755517.61,3279263.89,33.00,0.0049,0.0056,0.0132
755511.29,3279261.41,32.59,0.0098,0.0052,0.0186
755513.96,3279263.32,32.76,0.0059,0.0055,0.0159
755512.61,3279259.64,32.58,0.0068,0.0051,0.0140
755513.14,3279259.07,32.60,0.0106,0.0069,0.0200
755520.76,3279264.08,33.11,0.0168,0.0102,0.0345
755513.16,3279263.45,32.74,0.0060,0.0054,0.0141
755520.54,3279262.82,33.09,0.0071,0.0062,0.0161
755520.33,3279265.44,33.15,0.0112,0.0106,0.0253
755515.19,3279262.43,32.75,0.0048,0.0049,0.0109
755514.36,3279261.00,32.67,0.0051,0.0048,0.0120
755513.33,3279259.25,32.60,0.0061,0.0047,0.0116
755514.17,3279259.57,32.64,0.0050,0.0046,0.0105
755511.23,3279260.89,32.59,0.0076,0.0051,0.0156
755512.45,3279260.28,32.65,0.0060,0.0045,0.0116
755520.96,3279263.72,33.09,0.0132,0.0083,0.0274
755515.09,3279262.39,32.75,0.0047,0.0049,0.0107
755521.60,3279261.66,33.09,0.0059,0.0052,0.0124
755510.13,3279261.50,32.60,0.0083,0.0049,0.0147
755520.29,3279261.21,33.00,0.0049,0.0049,0.0109
755512.84,3279258.32,32.59,0.0056,0.0054,0.0126
755515.69,3279261.51,32.73,0.0047,0.0048,0.0112
755512.32,3279259.55,32.60,0.0060,0.0051,0.0133
755514.10,3279257.56,32.55,0.0067,0.0062,0.0144
755512.80,3279256.59,32.52,0.0089,0.0142,0.0259
755512.30,3279256.27,32.42,0.0075,0.0117,0.0201
755520.65,3279260.90,33.06,0.0069,0.0055,0.0156
755515.38,3279258.25,32.61,0.0044,0.0044,0.0093
755514.40,3279257.80,32.57,0.0048,0.0047,0.0102
755513.70,3279257.56,32.55,0.0077,0.0073,0.0166
755516.55,3279259.46,32.72,0.0043,0.0045,0.0094
755517.32,3279259.96,32.76,0.0045,0.0051,0.0143
755515.57,3279259.19,32.66,0.0052,0.0053,0.0131
755512.68,3279257.65,32.52,0.0074,0.0107,0.0218
755519.90,3279261.68,32.99,0.0051,0.0051,0.0117
755515.37,3279259.36,32.67,0.0045,0.0045,0.0097
755523.87,3279264.15,33.28,0.0165,0.0067,0.0221
755511.63,3279257.56,32.57,0.0087,0.0101,0.0204
755515.70,3279260.30,32.70,0.0045,0.0045,0.0097
755515.94,3279260.70,32.71,0.0045,0.0046,0.0097
755516.86,3279261.39,32.83,0.0051,0.0054,0.0168
755511.15,3279258.36,32.57,0.0198,0.0151,0.0402
755518.70,3279262.45,32.93,0.0047,0.0051,0.0110
755516.59,3279261.82,32.79,0.0045,0.0048,0.0106
755511.15,3279258.98,32.59,0.0092,0.0078,0.0198
755517.97,3279263.25,33.00,0.0058,0.0060,0.0187
755516.37,3279262.40,32.86,0.0047,0.0050,0.0129
755516.03,3279262.50,32.79,0.0047,0.0050,0.0110
755518.43,3279263.97,32.98,0.0101,0.0068,0.0308
755519.74,3279264.85,33.07,0.0101,0.0080,0.0246
755521.44,3279266.18,33.23,0.0134,0.0101,0.0243
755516.12,3279263.44,32.89,0.0048,0.0054,0.0133
755510.78,3279261.20,32.64,0.0071,0.0048,0.0136
755516.54,3279264.61,32.94,0.0049,0.0060,0.0137
755519.84,3279266.64,33.14,0.0064,0.0079,0.0157
755510.19,3279261.39,32.64,0.0072,0.0048,0.0131
755518.13,3279266.28,33.04,0.0103,0.0111,0.0314
755518.34,3279267.16,33.08,0.0081,0.0125,0.0257
755517.24,3279266.59,32.99,0.0064,0.0099,0.0234
755519.29,3279268.13,33.16,0.0108,0.0149,0.0272
755517.68,3279268.04,33.10,0.0134,0.0310,0.0557
755519.72,3279263.00,33.16,0.0079,0.0074,0.0207
755518.62,3279263.24,33.09,0.0083,0.0092,0.0268
755516.30,3279258.44,32.65,0.0043,0.0044,0.0091
755517.11,3279258.97,32.70,0.0043,0.0045,0.0100
755515.69,3279258.20,32.63,0.0047,0.0046,0.0096
755524.17,3279263.09,33.41,0.0209,0.0084,0.0278
755522.26,3279262.05,33.21,0.0076,0.0055,0.0143
755518.69,3279260.17,32.85,0.0052,0.0053,0.0133
755520.12,3279262.11,33.07,0.0050,0.0054,0.0111
755519.78,3279263.60,33.20,0.0072,0.0057,0.0159
755521.83,3279264.82,33.40,0.0103,0.0067,0.0177
755522.22,3279265.84,33.47,0.0104,0.0080,0.0181
755521.38,3279266.05,33.46,0.0069,0.0071,0.0149
755521.90,3279266.90,33.55,0.0076,0.0082,0.0160
755521.42,3279267.69,33.64,0.0081,0.0103,0.0178
755520.28,3279267.31,33.50,0.0073,0.0108,0.0184
755521.34,3279260.13,33.04,0.0077,0.0054,0.0177
755519.24,3279263.89,33.17,0.0061,0.0086,0.0199
755522.20,3279260.10,33.09,0.0112,0.0059,0.0226
755514.71,3279256.06,32.50,0.0116,0.0091,0.0224
755514.03,3279256.05,32.54,0.0050,0.0048,0.0103
755522.60,3279259.88,33.09,0.0092,0.0055,0.0181
755513.98,3279256.21,32.54,0.0152,0.0130,0.0310
755516.57,3279258.06,32.65,0.0044,0.0045,0.0103
755515.42,3279257.29,32.57,0.0084,0.0068,0.0185
755521.10,3279267.49,33.29,0.0315,0.0452,0.0696
755515.02,3279256.93,32.55,0.0052,0.0047,0.0106
755514.30,3279256.94,32.58,0.0072,0.0054,0.0135
755522.10,3279260.40,33.06,0.0052,0.0051,0.0113
755521.76,3279267.13,33.35,0.0419,0.0505,0.0810
755521.81,3279261.39,33.06,0.0062,0.0052,0.0135
755517.12,3279262.21,32.90,0.0052,0.0060,0.0176
755515.56,3279256.03,32.52,0.0050,0.0045,0.0100
755517.84,3279258.68,32.69,0.0045,0.0054,0.0152
755520.82,3279264.17,33.14,0.0062,0.0069,0.0151
755513.58,3279255.97,32.52,0.0120,0.0131,0.0274
755516.44,3279257.93,32.65,0.0058,0.0059,0.0166
755518.21,3279257.36,32.65,0.0044,0.0052,0.0120
755515.02,3279255.63,32.50,0.0061,0.0062,0.0131
755520.34,3279258.66,32.99,0.0082,0.0072,0.0215
755523.58,3279260.46,33.12,0.0139,0.0059,0.0233
755524.88,3279261.24,33.22,0.0103,0.0057,0.0160
755524.85,3279261.84,33.24,0.0092,0.0059,0.0153
755523.70,3279261.41,33.14,0.0130,0.0065,0.0230
755518.58,3279258.67,32.72,0.0046,0.0053,0.0140
755520.71,3279259.94,32.97,0.0055,0.0049,0.0129
755519.05,3279259.49,32.83,0.0043,0.0046,0.0098
755522.82,3279261.67,33.11,0.0226,0.0104,0.0430
755524.49,3279263.64,33.29,0.0089,0.0067,0.0158
755516.93,3279259.90,32.71,0.0049,0.0048,0.0126
755519.67,3279261.45,32.95,0.0047,0.0050,0.0109
755523.90,3279264.23,33.27,0.0087,0.0072,0.0161
755516.68,3279260.45,32.73,0.0046,0.0047,0.0108
755518.68,3279261.59,32.95,0.0055,0.0057,0.0156
755517.40,3279260.97,32.79,0.0046,0.0049,0.0133
755521.84,3279263.62,33.17,0.0062,0.0062,0.0138
755522.64,3279265.28,33.22,0.0120,0.0119,0.0233
755523.09,3279265.60,33.27,0.0079,0.0085,0.0164
755521.47,3279264.84,33.19,0.0081,0.0090,0.0188
755518.83,3279259.66,32.92,0.0045,0.0048,0.0113
755515.22,3279254.82,32.52,0.0098,0.0110,0.0234
755525.46,3279260.37,33.12,0.0231,0.0083,0.0338
755523.14,3279258.58,32.99,0.0096,0.0069,0.0203
755514.81,3279254.55,32.51,0.0139,0.0152,0.0310
755523.83,3279263.45,33.17,0.0267,0.0233,0.0491
755515.48,3279255.15,32.53,0.0049,0.0046,0.0100
755522.47,3279258.86,32.98,0.0064,0.0061,0.0153
755522.48,3279264.65,33.13,0.0117,0.0132,0.0262
755525.19,3279261.73,33.16,0.0145,0.0080,0.0226
755524.64,3279260.71,33.03,0.0134,0.0089,0.0268
755522.11,3279263.10,33.07,0.0135,0.0164,0.0361
755525.90,3279260.29,33.11,0.0222,0.0060,0.0292
755516.27,3279255.89,32.57,0.0051,0.0048,0.0107
755518.44,3279256.10,32.63,0.0044,0.0044,0.0095
755525.49,3279261.74,33.19,0.0182,0.0098,0.0274
755522.90,3279261.93,33.06,0.0205,0.0157,0.0463
755521.37,3279257.02,32.74,0.0048,0.0050,0.0118
755517.54,3279254.99,32.55,0.0052,0.0052,0.0115
755519.71,3279256.10,32.65,0.0042,0.0042,0.0083
755525.46,3279259.78,33.11,0.0097,0.0058,0.0166
755524.18,3279262.70,33.18,0.0221,0.0160,0.0388
755516.58,3279256.73,32.57,0.0082,0.0061,0.0179
755526.31,3279260.02,33.14,0.0100,0.0057,0.0158
755519.60,3279256.37,32.66,0.0044,0.0043,0.0098
755515.80,3279254.38,32.52,0.0054,0.0066,0.0129
755515.94,3279254.76,32.56,0.0125,0.0237,0.0458
755517.00,3279255.49,32.57,0.0043,0.0041,0.0088
755522.57,3279258.67,32.94,0.0068,0.0060,0.0150
755525.99,3279260.68,33.12,0.0178,0.0076,0.0248
755518.24,3279256.48,32.67,0.0042,0.0042,0.0086
755522.32,3279258.99,32.99,0.0048,0.0049,0.0107
755521.71,3279259.34,32.97,0.0046,0.0048,0.0102
755521.15,3279259.23,32.88,0.0056,0.0050,0.0143
755516.05,3279256.76,32.55,0.0091,0.0062,0.0184
755519.57,3279258.75,32.73,0.0043,0.0046,0.0093
755524.00,3279262.79,33.14,0.0100,0.0086,0.0193
755524.74,3279263.28,33.18,0.0131,0.0093,0.0214
755523.03,3279263.37,33.14,0.0067,0.0073,0.0150
755524.19,3279264.05,33.17,0.0079,0.0085,0.0161
755524.48,3279256.93,33.02,0.0073,0.0052,0.0143
755523.68,3279257.93,33.00,0.0060,0.0054,0.0133
755522.37,3279258.76,32.93,0.0046,0.0048,0.0100
755523.55,3279257.77,32.96,0.0087,0.0081,0.0225
755523.95,3279257.52,33.01,0.0128,0.0085,0.0323
755526.23,3279259.05,33.08,0.0519,0.0099,0.0744
755519.80,3279257.35,32.71,0.0042,0.0044,0.0089
755520.88,3279256.09,32.69,0.0048,0.0049,0.0114
755519.16,3279257.96,32.70,0.0051,0.0055,0.0145
755517.02,3279255.56,32.58,0.0114,0.0070,0.0245
755523.51,3279257.73,32.97,0.0057,0.0052,0.0128
755520.58,3279257.51,32.72,0.0042,0.0045,0.0096
755518.14,3279256.91,32.65,0.0050,0.0047,0.0141
755527.88,3279258.70,33.19,0.0411,0.0064,0.0455
755522.94,3279255.99,32.85,0.0056,0.0052,0.0140
755518.72,3279253.87,32.59,0.0068,0.0112,0.0258
755526.06,3279257.91,32.97,0.0335,0.0081,0.0465
755519.87,3279254.58,32.62,0.0080,0.0104,0.0304
755521.29,3279255.34,32.66,0.0041,0.0042,0.0085
755517.28,3279253.21,32.54,0.0251,0.0505,0.0945
755520.91,3279255.17,32.64,0.0045,0.0046,0.0108
755519.74,3279255.03,32.63,0.0042,0.0043,0.0122
755526.69,3279258.88,33.22,0.0127,0.0066,0.0209
755521.38,3279256.12,32.72,0.0043,0.0045,0.0099
