DJI_0001.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
-0.0877819, 0.0678539, 0.038941, 0.00485954, 0.0321938, -0.0478994, -0.00655924, 0.0304134, -0.690628, -0.420192, -0.225665, 0.026337, 1, -0.0581026
-0.0123343, 0.0342306, 0.0238146, -0.0214735, 0.00925353, -0.0083836, 0.0722641, -0.0141441, -0.263066, 0.233948, 0.0148615, 0.147126, -0.0581026, 1
DJI_0624.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, -0.0155916, 0.107702, 0.944131, 0.0312364, -0.127613, -0.00917494
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.0699888, -0.0178063, -0.691835, -0.0164647, 0.0973572, 0.0279211
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.0652789, -0.143807, -0.295595, -0.0154113, 0.0507662, 0.0211249
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.00829527, -0.0207266, 0.198555, -0.0434453, -0.000937864, -0.0210021
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, 0.00353018, -0.0408913, -0.308431, -0.0138904, 0.043918, 0.00822499
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, -0.00689479, 0.0594309, 0.447179, 0.0209282, -0.0652818, -0.00676486
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, -0.0128253, 0.0441255, -0.0216645, 0.0358787, -0.0057641, 0.0650641
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0191051, 0.0310606, 0.0303266, 0.0361055, 0.027703, -0.0244986
-0.0155916, 0.0699888, 0.0652789, 0.00829527, 0.00353018, -0.00689479, -0.0128253, -0.0191051, 1, -0.0726132, 0.0881143, -0.504663, -0.700919, -0.133125
0.107702, -0.0178063, -0.143807, -0.0207266, -0.0408913, 0.0594309, 0.0441255, 0.0310606, -0.0726132, 1, 0.144718, 0.739894, -0.416929, 0.263692
0.944131, -0.691835, -0.295595, 0.198555, -0.308431, 0.447179, -0.0216645, 0.0303266, 0.0881143, 0.144718, 1, -0.0104234, -0.271012, 0.0118115
0.0312364, -0.0164647, -0.0154113, -0.0434453, -0.0138904, 0.0209282, 0.0358787, 0.0361055, -0.504663, 0.739894, -0.0104234, 1, 0.0502242, 0.0988282
-0.127613, 0.0973572, 0.0507662, -0.000937864, 0.043918, -0.0652818, -0.0057641, 0.027703, -0.700919, -0.416929, -0.271012, 0.0502242, 1, -0.104948
-0.00917494, 0.0279211, 0.0211249, -0.0210021, 0.00822499, -0.00676486, 0.0650641, -0.0244986, -0.133125, 0.263692, 0.0118115, 0.0988282, -0.104948, 1
DJI_0625.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.376302, -0.0992315, 0.956802, -0.205581, -0.265058, 0.0345804
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.196896, 0.141187, -0.702429, 0.15331, 0.191694, -0.0188351
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.0419418, -0.0904376, -0.303513, 0.0374355, 0.0881428, -0.0119767
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0843715, -0.0579984, 0.209271, -0.0893388, -0.0253503, -0.0120566
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.126806, 0.0279892, -0.312694, 0.0642229, 0.0896342, -0.00633628
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.184027, -0.0408378, 0.453393, -0.0943685, -0.133451, 0.0125894
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, -0.00762197, 0.0473776, -0.0218733, 0.0471006, -0.00308769, 0.0451021
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0110975, 0.0243264, 0.0289757, 0.0232877, 0.0156972, 0.0251078
0.376302, -0.196896, -0.0419418, 0.0843715, -0.126806, 0.184027, -0.00762197, 0.0110975, 1, -0.0294287, 0.380272, -0.503923, -0.702344, -0.19085
-0.0992315, 0.141187, -0.0904376, -0.0579984, 0.0279892, -0.0408378, 0.0473776, 0.0243264, -0.0294287, 1, 0.000642141, 0.704714, -0.422643, 0.220335
0.956802, -0.702429, -0.303513, 0.209271, -0.312694, 0.453393, -0.0218733, 0.0289757, 0.380272, 0.000642141, 1, -0.123669, -0.316408, 0.0453155
-0.205581, 0.15331, 0.0374355, -0.0893388, 0.0642229, -0.0943685, 0.0471006, 0.0232877, -0.503923, 0.704714, -0.123669, 1, -0.0175804, 0.188255
-0.265058, 0.191694, 0.0881428, -0.0253503, 0.0896342, -0.133451, -0.00308769, 0.0156972, -0.702344, -0.422643, -0.316408, -0.0175804, 1, -0.00225058
0.0345804, -0.0188351, -0.0119767, -0.0120566, -0.00633628, 0.0125894, 0.0451021, 0.0251078, -0.19085, 0.220335, 0.0453155, 0.188255, -0.00225058, 1
DJI_0626.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.412937, -0.129488, 0.959902, -0.229052, -0.279102, 0.0102239
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.230518, 0.164065, -0.705333, 0.171949, 0.202593, 0.000585534
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.0591767, -0.0821352, -0.302833, 0.0466098, 0.0929409, -0.00738218
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0881217, -0.061739, 0.212982, -0.0845773, -0.0281829, -0.017114
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.137814, 0.0373635, -0.313363, 0.0708625, 0.0941238, 0.0010758
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.200338, -0.0547276, 0.454568, -0.104568, -0.139712, 0.00202553
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, -0.00268686, 0.0451125, -0.0238622, 0.0440948, -0.00248938, 0.04671
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0187675, 0.0153537, 0.0266398, 0.0160123, 0.014454, 0.012739
0.412937, -0.230518, -0.0591767, 0.0881217, -0.137814, 0.200338, -0.00268686, 0.0187675, 1, -0.0579177, 0.454702, -0.541572, -0.689298, -0.0846298
-0.129488, 0.164065, -0.0821352, -0.061739, 0.0373635, -0.0547276, 0.0451125, 0.0153537, -0.0579177, 1, -0.0879061, 0.750959, -0.429074, 0.208607
0.959902, -0.705333, -0.302833, 0.212982, -0.313363, 0.454568, -0.0238622, 0.0266398, 0.454702, -0.0879061, 1, -0.223439, -0.329938, 0.0131473
-0.229052, 0.171949, 0.0466098, -0.0845773, 0.0708625, -0.104568, 0.0440948, 0.0160123, -0.541572, 0.750959, -0.223439, 1, 0.0319003, 0.166112
-0.279102, 0.202593, 0.0929409, -0.0281829, 0.0941238, -0.139712, -0.00248938, 0.014454, -0.689298, -0.429074, -0.329938, 0.0319003, 1, -0.015242
0.0102239, 0.000585534, -0.00738218, -0.017114, 0.0010758, 0.00202553, 0.04671, 0.012739, -0.0846298, 0.208607, 0.0131473, 0.166112, -0.015242, 1
DJI_0627.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.399086, -0.106353, 0.956599, -0.213709, -0.287597, 0.00499959
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.226827, 0.145125, -0.703548, 0.161396, 0.209287, 0.00292674
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.0612738, -0.086788, -0.299606, 0.0434792, 0.0953066, -0.00613568
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.080156, -0.0548985, 0.21485, -0.0725594, -0.0273018, -0.0162145
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.130481, 0.0305149, -0.312256, 0.0640597, 0.0939259, 0.00207273
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.190911, -0.0443894, 0.453006, -0.0956083, -0.140614, 0.000145696
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.00337462, 0.0405326, -0.025542, 0.0408235, -0.00231034, 0.0453438
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.022977, 0.00870249, 0.0244417, 0.0120947, 0.0132277, -0.00243379
0.399086, -0.226827, -0.0612738, 0.080156, -0.130481, 0.190911, 0.00337462, 0.022977, 1, -0.1096, 0.474461, -0.555617, -0.667375, 0.0505622
-0.106353, 0.145125, -0.086788, -0.0548985, 0.0305149, -0.0443894, 0.0405326, 0.00870249, -0.1096, 1, -0.125214, 0.773441, -0.423213, 0.187209
0.956599, -0.703548, -0.299606, 0.21485, -0.312256, 0.453006, -0.025542, 0.0244417, 0.474461, -0.125214, 1, -0.280479, -0.339461, -0.00471012
-0.213709, 0.161396, 0.0434792, -0.0725594, 0.0640597, -0.0956083, 0.0408235, 0.0120947, -0.555617, 0.773441, -0.280479, 1, 0.0754813, 0.101419
-0.287597, 0.209287, 0.0953066, -0.0273018, 0.0939259, -0.140614, -0.00231034, 0.0132277, -0.667375, -0.423213, -0.339461, 0.0754813, 1, -0.0735079
0.00499959, 0.00292674, -0.00613568, -0.0162145, 0.00207273, 0.000145696, 0.0453438, -0.00243379, 0.0505622, 0.187209, -0.00471012, 0.101419, -0.0735079, 1
DJI_0628.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.29008, 0.0531592, 0.974688, -0.0989441, -0.313623, 0.0472119
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.102585, 0.0341581, -0.7162, 0.0732106, 0.232895, -0.0336756
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.00905502, -0.135489, -0.299713, 0.0370069, 0.101305, -0.0321507
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.052413, -0.0292775, 0.22149, -0.0555296, -0.0183211, -0.00247609
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0959051, -0.0189978, -0.318075, 0.0287711, 0.103736, -0.0114731
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.141044, 0.0296795, 0.46137, -0.0426698, -0.156187, 0.019513
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0127124, 0.0241226, -0.0259538, 0.0328759, -0.00188462, 0.0268166
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0202734, 0.0206049, 0.0235366, 0.022974, 0.00579858, 0.0478631
0.29008, -0.102585, 0.00905502, 0.052413, -0.0959051, 0.141044, 0.0127124, 0.0202734, 1, -0.153027, 0.220111, -0.541661, -0.62793, -0.101856
0.0531592, 0.0341581, -0.135489, -0.0292775, -0.0189978, 0.0296795, 0.0241226, 0.0206049, -0.153027, 1, 0.0304212, 0.774517, -0.49026, -0.179589
0.974688, -0.7162, -0.299713, 0.22149, -0.318075, 0.46137, -0.0259538, 0.0235366, 0.220111, 0.0304212, 1, -0.0597058, -0.222402, 0.0747123
-0.0989441, 0.0732106, 0.0370069, -0.0555296, 0.0287711, -0.0426698, 0.0328759, 0.022974, -0.541661, 0.774517, -0.0597058, 1, -0.0592193, 0.00666811
-0.313623, 0.232895, 0.101305, -0.0183211, 0.103736, -0.156187, -0.00188462, 0.00579858, -0.62793, -0.49026, -0.222402, -0.0592193, 1, 0.125069
0.0472119, -0.0336756, -0.0321507, -0.00247609, -0.0114731, 0.019513, 0.0268166, 0.0478631, -0.101856, -0.179589, 0.0747123, 0.00666811, 0.125069, 1
DJI_0629.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.324563, 0.115813, 0.97642, -0.0907655, -0.339049, 0.0234172
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.113111, 0.00141784, -0.717566, 0.0669566, 0.252385, -0.0180193
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.0162542, -0.180247, -0.300524, 0.0361112, 0.108615, -0.0242287
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0523911, -0.0209869, 0.223276, -0.05673, -0.0186549, -0.00699162
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.108329, -0.0383766, -0.318403, 0.0280175, 0.112844, -0.00581463
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.159725, 0.0589921, 0.461948, -0.0408966, -0.170052, 0.00992441
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0138301, 0.0281804, -0.0261992, 0.0398513, 0.000226914, 0.0288801
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0287633, 0.0270803, 0.0221847, 0.0234174, 0.00216522, 0.0450256
0.324563, -0.113111, 0.0162542, 0.0523911, -0.108329, 0.159725, 0.0138301, 0.0287633, 1, 0.0545381, 0.239377, -0.431406, -0.675958, -0.0913965
0.115813, 0.00141784, -0.180247, -0.0209869, -0.0383766, 0.0589921, 0.0281804, 0.0270803, 0.0545381, 1, 0.0766541, 0.700763, -0.572399, -0.140143
0.97642, -0.717566, -0.300524, 0.223276, -0.318403, 0.461948, -0.0261992, 0.0221847, 0.239377, 0.0766541, 1, -0.0587664, -0.23078, 0.0495932
-0.0907655, 0.0669566, 0.0361112, -0.05673, 0.0280175, -0.0408966, 0.0398513, 0.0234174, -0.431406, 0.700763, -0.0587664, 1, -0.0851005, 0.0605886
-0.339049, 0.252385, 0.108615, -0.0186549, 0.112844, -0.170052, 0.000226914, 0.00216522, -0.675958, -0.572399, -0.23078, -0.0851005, 1, 0.0909342
0.0234172, -0.0180193, -0.0242287, -0.00699162, -0.00581463, 0.00992441, 0.0288801, 0.0450256, -0.0913965, -0.140143, 0.0495932, 0.0605886, 0.0909342, 1
DJI_0630.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.343248, 0.131172, 0.978296, -0.110557, -0.352634, 0.00840413
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.126112, 1.48758e-05, -0.719034, 0.083388, 0.262434, -0.00813898
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.0160191, -0.197663, -0.301446, 0.0468911, 0.110338, -0.0145097
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0502719, -0.013651, 0.224577, -0.0528145, -0.0207088, -0.0140269
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.1129, -0.0464411, -0.318707, 0.0312647, 0.11821, 0.00110022
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.166495, 0.0692044, 0.462614, -0.0469113, -0.176622, 0.00224106
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0158858, 0.0276469, -0.0266287, 0.0383108, 0.00241521, 0.0331689
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0312044, 0.0329218, 0.0212702, 0.0238557, 0.000186772, 0.0286082
0.343248, -0.126112, 0.0160191, 0.0502719, -0.1129, 0.166495, 0.0158858, 0.0312044, 1, 0.0937247, 0.274511, -0.453227, -0.701976, -0.00895445
0.131172, 1.48758e-05, -0.197663, -0.013651, -0.0464411, 0.0692044, 0.0276469, 0.0329218, 0.0937247, 1, 0.0694588, 0.653891, -0.562912, -0.173336
0.978296, -0.719034, -0.301446, 0.224577, -0.318707, 0.462614, -0.0266287, 0.0212702, 0.274511, 0.0694588, 1, -0.116715, -0.246041, 0.0218382
-0.110557, 0.083388, 0.0468911, -0.0528145, 0.0312647, -0.0469113, 0.0383108, 0.0238557, -0.453227, 0.653891, -0.116715, 1, -0.024263, -0.0553445
-0.352634, 0.262434, 0.110338, -0.0207088, 0.11821, -0.176622, 0.00241521, 0.000186772, -0.701976, -0.562912, -0.246041, -0.024263, 1, 0.0757661
0.00840413, -0.00813898, -0.0145097, -0.0140269, 0.00110022, 0.00224106, 0.0331689, 0.0286082, -0.00895445, -0.173336, 0.0218382, -0.0553445, 0.0757661, 1
DJI_0631.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.384384, 0.102865, 0.979201, -0.159308, -0.37959, -0.0176489
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.156044, 0.0270206, -0.719795, 0.12118, 0.283921, 0.0130375
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.00701695, -0.211823, -0.302191, 0.0566549, 0.119202, -0.000167672
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0589957, -0.0208882, 0.225854, -0.0655623, -0.0254127, -0.0142853
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.131434, -0.0364351, -0.318869, 0.0520309, 0.131192, 0.00720418
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.190886, 0.0550614, 0.462876, -0.0748644, -0.193531, -0.00895357
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0175507, 0.0309526, -0.0267265, 0.043933, 0.00303813, 0.031311
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.036026, 0.0350472, 0.0203178, 0.0208384, -0.00258115, 0.00826406
0.384384, -0.156044, 0.00701695, 0.0589957, -0.131434, 0.190886, 0.0175507, 0.036026, 1, 0.0798988, 0.320694, -0.478549, -0.725608, 0.0688989
0.102865, 0.0270206, -0.211823, -0.0208882, -0.0364351, 0.0550614, 0.0309526, 0.0350472, 0.0798988, 1, 0.0553065, 0.6124, -0.50052, -0.164724
0.979201, -0.719795, -0.302191, 0.225854, -0.318869, 0.462876, -0.0267265, 0.0203178, 0.320694, 0.0553065, 1, -0.159403, -0.285998, -0.00813282
-0.159308, 0.12118, 0.0566549, -0.0655623, 0.0520309, -0.0748644, 0.043933, 0.0208384, -0.478549, 0.6124, -0.159403, 1, 0.068594, -0.0998374
-0.37959, 0.283921, 0.119202, -0.0254127, 0.131192, -0.193531, 0.00303813, -0.00258115, -0.725608, -0.50052, -0.285998, 0.068594, 1, 0.0224546
-0.0176489, 0.0130375, -0.000167672, -0.0142853, 0.00720418, -0.00895357, 0.031311, 0.00826406, 0.0688989, -0.164724, -0.00813282, -0.0998374, 0.0224546, 1
DJI_0632.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.354599, 0.160054, 0.980037, -0.119153, -0.399728, -0.0268437
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.143736, -0.0160766, -0.720713, 0.0922573, 0.299827, 0.013988
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.0185119, -0.213654, -0.302485, 0.0436251, 0.123972, 0.00360382
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0510503, -0.000878403, 0.226509, -0.0448546, -0.0299195, -0.0139037
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.121216, -0.0608959, -0.318764, 0.0308421, 0.142204, 0.0104072
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.175044, 0.0884923, 0.46293, -0.0462651, -0.206944, -0.0130957
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0198133, 0.0277979, -0.0267582, 0.0410422, 0.00376165, 0.0281176
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0358149, 0.0327565, 0.0195755, 0.0183325, -0.00385705, -0.0111338
0.354599, -0.143736, 0.0185119, 0.0510503, -0.121216, 0.175044, 0.0198133, 0.0358149, 1, 0.0134879, 0.30923, -0.501905, -0.702979, -0.00975748
0.160054, -0.0160766, -0.213654, -0.000878403, -0.0608959, 0.0884923, 0.0277979, 0.0327565, 0.0134879, 1, 0.115569, 0.58011, -0.493279, -0.124397
0.980037, -0.720713, -0.302485, 0.226509, -0.318764, 0.46293, -0.0267582, 0.0195755, 0.30923, 0.115569, 1, -0.11635, -0.321792, -0.0256985
-0.119153, 0.0922573, 0.0436251, -0.0448546, 0.0308421, -0.0462651, 0.0410422, 0.0183325, -0.501905, 0.58011, -0.11635, 1, 0.0955179, -0.112647
-0.399728, 0.299827, 0.123972, -0.0299195, 0.142204, -0.206944, 0.00376165, -0.00385705, -0.702979, -0.493279, -0.321792, 0.0955179, 1, 0.0435583
-0.0268437, 0.013988, 0.00360382, -0.0139037, 0.0104072, -0.0130957, 0.0281176, -0.0111338, -0.00975748, -0.124397, -0.0256985, -0.112647, 0.0435583, 1
DJI_0633.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.56842, -0.243067, 0.980518, -0.379441, -0.407016, -0.110682
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.311027, 0.275385, -0.721046, 0.284772, 0.307906, 0.0924844
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.0564236, -0.0911356, -0.305357, 0.122878, 0.125295, 0.032391
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.10158, -0.0913945, 0.227043, -0.103427, -0.0298575, -0.0273999
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.194967, 0.0764359, -0.318727, 0.125178, 0.146156, 0.0370176
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.280136, -0.108211, 0.462914, -0.17921, -0.212086, -0.0525139
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0064513, 0.0429785, -0.0266807, 0.0478512, 0.00795402, 0.0197217
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, 0.0451617, 0.0188714, 0.0187101, 0.00114248, -0.00938039, -0.0109421
0.56842, -0.311027, -0.0564236, 0.10158, -0.194967, 0.280136, 0.0064513, 0.0451617, 1, -0.201817, 0.516115, -0.642635, -0.734853, -0.172663
-0.243067, 0.275385, -0.0911356, -0.0913945, 0.0764359, -0.108211, 0.0429785, 0.0188714, -0.201817, 1, -0.256706, 0.693983, -0.266458, -0.0962334
0.980518, -0.721046, -0.305357, 0.227043, -0.318727, 0.462914, -0.0266807, 0.0187101, 0.516115, -0.256706, 1, -0.352082, -0.335463, -0.10994
-0.379441, 0.284772, 0.122878, -0.103427, 0.125178, -0.17921, 0.0478512, 0.00114248, -0.642635, 0.693983, -0.352082, 1, 0.247172, 0.0135619
-0.407016, 0.307906, 0.125295, -0.0298575, 0.146156, -0.212086, 0.00795402, -0.00938039, -0.734853, -0.266458, -0.335463, 0.247172, 1, 0.158876
-0.110682, 0.0924844, 0.032391, -0.0273999, 0.0370176, -0.0525139, 0.0197217, -0.0109421, -0.172663, -0.0962334, -0.10994, 0.0135619, 0.158876, 1
DJI_0634.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.601925, -0.128374, 0.982722, -0.387549, -0.519506, -0.123096
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.306369, 0.202608, -0.722951, 0.27998, 0.390603, 0.0952371
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.0358627, -0.158689, -0.305323, 0.123776, 0.154072, 0.0275043
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.107376, -0.0772776, 0.227587, -0.117153, -0.0424034, -0.0356342
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.209737, 0.0365088, -0.319129, 0.129017, 0.189824, 0.0449329
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.301558, -0.0513984, 0.463638, -0.185701, -0.274631, -0.062114
