DJI_0001.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
0.986898, -0.723844, -0.298394, 0.216039, -0.322466, 0.469417, -0.0238763, 0.0259189, 0.136949, 0.0950393, 1, -0.105578, -0.240541, -0.0272134
-0.108674, 0.0781152, 0.0579483, -0.100864, 0.0424817, -0.0562364, 0.0533197, 0.0365083, -0.771628, 0.146042, -0.105578, 1, 0.309972, 0.22263
-0.268238, 0.199581, 0.0888333, -0.117978, 0.0810421, -0.108349, 0.0204841, 0.0612897, -0.609924, -0.734399, -0.240541, 0.309972, 1, 0.083744
-0.00575654, 0.0234563, -0.00150044, -0.0155161, 0.00298992, -0.00322754, 0.0449042, 0.0566891, -0.136744, -0.0651354, -0.0272134, 0.22263, 0.083744, 1
DJI_0056.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.143805, 0.151137, 0.985911, -0.0987371, -0.283229, -0.00615111
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.0130346, 0.0428886, -0.723336, 0.0696011, 0.21099, 0.0207186
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.163839, -0.160269, -0.298468, 0.0539105, 0.0948352, 0.00101969
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.10573, 0.0625459, 0.217119, -0.0916448, -0.123809, -0.0172359
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0501962, -0.037777, -0.32228, 0.0375905, 0.0878273, 0.00443576
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.0638792, 0.0512379, 0.469165, -0.0490396, -0.118065, -0.00451618
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0204552, 0.0118565, -0.0240137, 0.0519082, 0.0211516, 0.0374148
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0383854, -0.0111827, 0.0248024, 0.0272349, 0.0615692, 0.0518695
0.143805, -0.0130346, 0.163839, 0.10573, -0.0501962, 0.0638792, 0.0204552, -0.0383854, 1, 0.227882, 0.14531, -0.771745, -0.641692, -0.126857
0.151137, 0.0428886, -0.160269, 0.0625459, -0.037777, 0.0512379, 0.0118565, -0.0111827, 0.227882, 1, 0.123583, 0.0974704, -0.731896, -0.0715509
0.985911, -0.723336, -0.298468, 0.217119, -0.32228, 0.469165, -0.0240137, 0.0248024, 0.14531, 0.123583, 1, -0.113289, -0.250332, -0.0345546
-0.0987371, 0.0696011, 0.0539105, -0.0916448, 0.0375905, -0.0490396, 0.0519082, 0.0272349, -0.771745, 0.0974704, -0.113289, 1, 0.357859, 0.230423
-0.283229, 0.21099, 0.0948352, -0.123809, 0.0878273, -0.118065, 0.0211516, 0.0615692, -0.641692, -0.731896, -0.250332, 0.357859, 1, 0.108514
-0.00615111, 0.0207186, 0.00101969, -0.0172359, 0.00443576, -0.00451618, 0.0374148, 0.0518695, -0.126857, -0.0715509, -0.0345546, 0.230423, 0.108514, 1
DJI_0057.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.124869, 0.21394, 0.985115, -0.0696858, -0.301761, 0.000873138
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.00525439, -0.00382532, -0.722891, 0.0506815, 0.224782, 0.0124708
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.174997, -0.183468, -0.298476, 0.0442089, 0.101318, -0.00301055
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0989844, 0.0784617, 0.218434, -0.0820643, -0.127588, -0.0146789
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0419036, -0.0584886, -0.322402, 0.025763, 0.0930981, 0.000349667
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.0529958, 0.0810702, 0.469176, -0.0335408, -0.126268, 0.000154336
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0211793, 0.0119696, -0.0242808, 0.0517471, 0.0222655, 0.0395361
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0351071, -0.0102264, 0.0241007, 0.0268345, 0.0602395, 0.0481957
0.124869, 0.00525439, 0.174997, 0.0989844, -0.0419036, 0.0529958, 0.0211793, -0.0351071, 1, 0.274872, 0.129712, -0.750449, -0.661536, -0.0776416
0.21394, -0.00382532, -0.183468, 0.0784617, -0.0584886, 0.0810702, 0.0119696, -0.0102264, 0.274872, 1, 0.186385, 0.0630453, -0.745863, -0.0604513
0.985115, -0.722891, -0.298476, 0.218434, -0.322402, 0.469176, -0.0242808, 0.0241007, 0.129712, 0.186385, 1, -0.0936707, -0.27297, -0.0332203
-0.0696858, 0.0506815, 0.0442089, -0.0820643, 0.025763, -0.0335408, 0.0517471, 0.0268345, -0.750449, 0.0630453, -0.0936707, 1, 0.369438, 0.223708
-0.301761, 0.224782, 0.101318, -0.127588, 0.0930981, -0.126268, 0.0222655, 0.0602395, -0.661536, -0.745863, -0.27297, 0.369438, 1, 0.0839919
0.000873138, 0.0124708, -0.00301055, -0.0146789, 0.000349667, 0.000154336, 0.0395361, 0.0481957, -0.0776416, -0.0604513, -0.0332203, 0.223708, 0.0839919, 1
DJI_0058.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.0906675, 0.140163, 0.984102, -0.0747014, -0.261828, -0.00244964
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.0296223, 0.0555673, -0.72161, 0.0558107, 0.195209, 0.0136979
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.191904, -0.159276, -0.298605, 0.044617, 0.0898609, 0.00212392
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0863463, 0.0693099, 0.21899, -0.0758376, -0.121132, -0.0136023
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0270751, -0.0356464, -0.322089, 0.0219847, 0.0793289, 0.00153082
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.0333473, 0.0472982, 0.46876, -0.0304934, -0.106699, -0.00197533
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0226217, 0.0154683, -0.0243381, 0.0520067, 0.0222911, 0.0323405
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0323168, -0.0171903, 0.0235608, 0.0242209, 0.0641746, 0.0396219
0.0906675, 0.0296223, 0.191904, 0.0863463, -0.0270751, 0.0333473, 0.0226217, -0.0323168, 1, 0.282057, 0.0959275, -0.748531, -0.656942, -0.0100764
0.140163, 0.0555673, -0.159276, 0.0693099, -0.0356464, 0.0472982, 0.0154683, -0.0171903, 0.282057, 1, 0.112679, 0.0262323, -0.742044, -0.0623336
0.984102, -0.72161, -0.298605, 0.21899, -0.322089, 0.46876, -0.0243381, 0.0235608, 0.0959275, 0.112679, 1, -0.103727, -0.232567, -0.038959
-0.0747014, 0.0558107, 0.044617, -0.0758376, 0.0219847, -0.0304934, 0.0520067, 0.0242209, -0.748531, 0.0262323, -0.103727, 1, 0.389679, 0.166147
-0.261828, 0.195209, 0.0898609, -0.121132, 0.0793289, -0.106699, 0.0222911, 0.0641746, -0.656942, -0.742044, -0.232567, 0.389679, 1, 0.0593126
-0.00244964, 0.0136979, 0.00212392, -0.0136023, 0.00153082, -0.00197533, 0.0323405, 0.0396219, -0.0100764, -0.0623336, -0.038959, 0.166147, 0.0593126, 1
DJI_0059.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.0723048, 0.201519, 0.9828, -0.0444332, -0.285069, 0.00600238
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.0441583, 0.00879993, -0.720929, 0.0344656, 0.211785, 0.00403455
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.198902, -0.176921, -0.298165, 0.034989, 0.0978058, -0.00529875
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0774299, 0.0863505, 0.219104, -0.061242, -0.127219, -0.0111885
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0180594, -0.0573019, -0.321709, 0.00749455, 0.0866916, -0.00234468
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.021723, 0.0785091, 0.468277, -0.0115242, -0.117912, 0.00304422
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0238348, 0.0143696, -0.0242867, 0.0508255, 0.0234889, 0.0236705
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.029514, -0.0183894, 0.0232468, 0.0223636, 0.0642451, 0.0292483
0.0723048, 0.0441583, 0.198902, 0.0774299, -0.0180594, 0.021723, 0.0238348, -0.029514, 1, 0.280713, 0.0778109, -0.737968, -0.648067, 0.0196354
0.201519, 0.00879993, -0.176921, 0.0863505, -0.0573019, 0.0785091, 0.0143696, -0.0183894, 0.280713, 1, 0.167928, 0.021283, -0.747226, -0.0548264
0.9828, -0.720929, -0.298165, 0.219104, -0.321709, 0.468277, -0.0242867, 0.0232468, 0.0778109, 0.167928, 1, -0.08173, -0.251078, -0.032092
-0.0444332, 0.0344656, 0.034989, -0.061242, 0.00749455, -0.0115242, 0.0508255, 0.0223636, -0.737968, 0.021283, -0.08173, 1, 0.379358, 0.148284
-0.285069, 0.211785, 0.0978058, -0.127219, 0.0866916, -0.117912, 0.0234889, 0.0642451, -0.648067, -0.747226, -0.251078, 0.379358, 1, 0.0521606
0.00600238, 0.00403455, -0.00529875, -0.0111885, -0.00234468, 0.00304422, 0.0236705, 0.0292483, 0.0196354, -0.0548264, -0.032092, 0.148284, 0.0521606, 1
DJI_0060.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.117417, 0.145954, 0.980809, -0.0899436, -0.270381, -0.0113878
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.0112867, 0.0507355, -0.719441, 0.0701953, 0.200155, 0.0176853
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.182396, -0.16314, -0.298153, 0.0474432, 0.0940327, 0.000709599
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0810998, 0.0796468, 0.21937, -0.0613889, -0.125968, -0.0119831
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0313484, -0.039965, -0.320909, 0.0199397, 0.0819068, 0.00205972
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.0416635, 0.0532656, 0.467242, -0.0305539, -0.111205, -0.00408575
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0234435, 0.0170686, -0.0243022, 0.0512539, 0.0232243, 0.0147126
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0207984, -0.0255748, 0.0228004, 0.0131156, 0.0655299, 0.0147105
0.117417, 0.0112867, 0.182396, 0.0810998, -0.0313484, 0.0416635, 0.0234435, -0.0207984, 1, 0.297911, 0.124832, -0.724456, -0.673952, 0.0371953
0.145954, 0.0507355, -0.16314, 0.0796468, -0.039965, 0.0532656, 0.0170686, -0.0255748, 0.297911, 1, 0.1121, -0.00167652, -0.730221, -0.0409596
0.980809, -0.719441, -0.298153, 0.21937, -0.320909, 0.467242, -0.0243022, 0.0228004, 0.124832, 0.1121, 1, -0.137895, -0.237948, -0.0521779
-0.0899436, 0.0701953, 0.0474432, -0.0613889, 0.0199397, -0.0305539, 0.0512539, 0.0131156, -0.724456, -0.00167652, -0.137895, 1, 0.406523, 0.137643
-0.270381, 0.200155, 0.0940327, -0.125968, 0.0819068, -0.111205, 0.0232243, 0.0655299, -0.673952, -0.730221, -0.237948, 0.406523, 1, 0.0506886
-0.0113878, 0.0176853, 0.000709599, -0.0119831, 0.00205972, -0.00408575, 0.0147126, 0.0147105, 0.0371953, -0.0409596, -0.0521779, 0.137643, 0.0506886, 1
DJI_0061.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.101475, 0.135964, 0.979907, -0.084098, -0.263585, -0.011295
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.0231837, 0.0560972, -0.718792, 0.0651313, 0.195814, 0.0172181
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.187068, -0.158768, -0.297963, 0.0449631, 0.0933674, -0.00257785
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0776496, 0.0809908, 0.2191, -0.0594318, -0.128218, -0.00905773
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.0284964, -0.0371141, -0.320568, 0.0210231, 0.0807359, -0.000290455
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.0361207, 0.0492449, 0.466804, -0.0299944, -0.109078, -0.00211743
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0230315, 0.0145876, -0.0240459, 0.0504453, 0.0253513, 0.00345222
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.018146, -0.0300692, 0.0229288, 0.00993918, 0.0679541, 0.00272563
0.101475, 0.0231837, 0.187068, 0.0776496, -0.0284964, 0.0361207, 0.0230315, -0.018146, 1, 0.270215, 0.104048, -0.736183, -0.653472, 0.0831016
0.135964, 0.0560972, -0.158768, 0.0809908, -0.0371141, 0.0492449, 0.0145876, -0.0300692, 0.270215, 1, 0.103677, 0.00260159, -0.728339, -0.0266253
0.979907, -0.718792, -0.297963, 0.2191, -0.320568, 0.466804, -0.0240459, 0.0229288, 0.104048, 0.103677, 1, -0.128895, -0.230056, -0.0459627
-0.084098, 0.0651313, 0.0449631, -0.0594318, 0.0210231, -0.0299944, 0.0504453, 0.00993918, -0.736183, 0.00260159, -0.128895, 1, 0.405418, 0.0671064
-0.263585, 0.195814, 0.0933674, -0.128218, 0.0807359, -0.109078, 0.0253513, 0.0679541, -0.653472, -0.728339, -0.230056, 0.405418, 1, 0.0313771
-0.011295, 0.0172181, -0.00257785, -0.00905773, -0.000290455, -0.00211743, 0.00345222, 0.00272563, 0.0831016, -0.0266253, -0.0459627, 0.0671064, 0.0313771, 1
DJI_0062.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, -0.0355033, 0.186028, 0.977656, 0.0213485, -0.252808, 0.0096582
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.125124, 0.0129645, -0.71704, -0.0150456, 0.188315, -0.00667186
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.225321, -0.173268, -0.296773, 0.00819498, 0.0901501, -0.00972696
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0507977, 0.0883289, 0.218999, -0.0397851, -0.126379, -0.00322822
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, 0.0134047, -0.0513618, -0.31967, -0.00957437, 0.0766172, -0.00891147
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, -0.0264391, 0.0717056, 0.465576, 0.016806, -0.103588, 0.0102087
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0246809, 0.0145895, -0.0240017, 0.0482145, 0.0249612, 3.39362e-05
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0216133, -0.0285996, 0.0223143, 0.0107275, 0.0683219, 0.0163454
-0.0355033, 0.125124, 0.225321, 0.0507977, 0.0134047, -0.0264391, 0.0246809, -0.0216133, 1, 0.213184, -0.043106, -0.743727, -0.589439, 0.100796
0.186028, 0.0129645, -0.173268, 0.0883289, -0.0513618, 0.0717056, 0.0145895, -0.0285996, 0.213184, 1, 0.166315, 0.0759477, -0.735932, -0.0396743
0.977656, -0.71704, -0.296773, 0.218999, -0.31967, 0.465576, -0.0240017, 0.0223143, -0.043106, 0.166315, 1, -0.00701038, -0.224576, -0.0096259
0.0213485, -0.0150456, 0.00819498, -0.0397851, -0.00957437, 0.016806, 0.0482145, 0.0107275, -0.743727, 0.0759477, -0.00701038, 1, 0.329351, 0.0591187
-0.252808, 0.188315, 0.0901501, -0.126379, 0.0766172, -0.103588, 0.0249612, 0.0683219, -0.589439, -0.735932, -0.224576, 0.329351, 1, -0.000311065
0.0096582, -0.00667186, -0.00972696, -0.00322822, -0.00891147, 0.0102087, 3.39362e-05, 0.0163454, 0.100796, -0.0396743, -0.0096259, 0.0591187, -0.000311065, 1
DJI_0063.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, -0.0421494, 0.175916, 0.975386, 0.0225096, -0.246955, 0.00565467
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.128113, 0.0175487, -0.715326, -0.0156854, 0.184478, -0.00564115
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.224044, -0.168879, -0.29624, 0.00475144, 0.089457, -0.00385742
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.046841, 0.0875882, 0.219089, -0.0349448, -0.126687, -0.0038574
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, 0.0140201, -0.0478102, -0.318905, -0.00929487, 0.0752198, -0.00673349
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, -0.0282606, 0.0674348, 0.46449, 0.0174446, -0.101711, 0.00730927
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0252818, 0.0142726, -0.0239959, 0.0455622, 0.0255425, -0.00346751
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0190976, -0.0310032, 0.0219458, 0.00764279, 0.0692707, 0.0136049
-0.0421494, 0.128113, 0.224044, 0.046841, 0.0140201, -0.0282606, 0.0252818, -0.0190976, 1, 0.194289, -0.0490529, -0.737543, -0.571606, 0.127065
0.175916, 0.0175487, -0.168879, 0.0875882, -0.0478102, 0.0674348, 0.0142726, -0.0310032, 0.194289, 1, 0.158442, 0.0866295, -0.730962, -0.0589676
0.975386, -0.715326, -0.29624, 0.219089, -0.318905, 0.46449, -0.0239959, 0.0219458, -0.0490529, 0.158442, 1, -0.00782336, -0.220065, -0.00869841
0.0225096, -0.0156854, 0.00475144, -0.0349448, -0.00929487, 0.0174446, 0.0455622, 0.00764279, -0.737543, 0.0866295, -0.00782336, 1, 0.311656, 0.0337245
-0.246955, 0.184478, 0.089457, -0.126687, 0.0752198, -0.101711, 0.0255425, 0.0692707, -0.571606, -0.730962, -0.220065, 0.311656, 1, 0.00146058
0.00565467, -0.00564115, -0.00385742, -0.0038574, -0.00673349, 0.00730927, -0.00346751, 0.0136049, 0.127065, -0.0589676, -0.00869841, 0.0337245, 0.00146058, 1
DJI_0064.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, -0.00965413, 0.208079, 0.973999, 0.0124978, -0.272761, 0.00562484
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.102996, -0.0113418, -0.714627, -0.00874392, 0.204361, -0.00785629
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.211134, -0.175116, -0.295971, 0.00607455, 0.0984599, -0.00472261
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0476495, 0.097633, 0.218868, -0.0266449, -0.13377, -0.00362911
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, 0.00668114, -0.0623543, -0.318353, -0.0132763, 0.0852906, -0.00627527
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, -0.0165744, 0.0877623, 0.463672, 0.0212013, -0.116154, 0.00656388
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0240975, 0.0116745, -0.023843, 0.0436786, 0.027169, -0.0123453
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0151976, -0.0295367, 0.0218557, 0.00480738, 0.0674848, 0.011336
-0.00965413, 0.102996, 0.211134, 0.0476495, 0.00668114, -0.0165744, 0.0240975, -0.0151976, 1, 0.156591, -0.0157538, -0.740681, -0.547427, 0.0686105
0.208079, -0.0113418, -0.175116, 0.097633, -0.0623543, 0.0877623, 0.0116745, -0.0295367, 0.156591, 1, 0.191954, 0.103611, -0.730758, -0.0236438
0.973999, -0.714627, -0.295971, 0.218868, -0.318353, 0.463672, -0.023843, 0.0218557, -0.0157538, 0.191954, 1, -0.0165537, -0.246859, 0.000123682
0.0124978, -0.00874392, 0.00607455, -0.0266449, -0.0132763, 0.0212013, 0.0436786, 0.00480738, -0.740681, 0.103611, -0.0165537, 1, 0.294824, 0.0452365
-0.272761, 0.204361, 0.0984599, -0.13377, 0.0852906, -0.116154, 0.027169, 0.0674848, -0.547427, -0.730758, -0.246859, 0.294824, 1, 0.0176948
0.00562484, -0.00785629, -0.00472261, -0.00362911, -0.00627527, 0.00656388, -0.0123453, 0.011336, 0.0686105, -0.0236438, 0.000123682, 0.0452365, 0.0176948, 1
DJI_0065.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, 0.0376582, 0.244462, 0.971794, -0.00779927, -0.301164, 0.00797511
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.0667718, -0.042104, -0.713506, 0.0061437, 0.225569, -0.00811876
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, 0.194818, -0.182496, -0.295491, 0.00928158, 0.108258, -0.00661454
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0547737, 0.1063, 0.218218, -0.0259506, -0.139321, -0.00253671
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, -0.00930149, -0.0749157, -0.317408, -0.00584511, 0.0949112, -0.00634644
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, 0.00605072, 0.106437, 0.462356, 0.0114423, -0.130577, 0.00638213
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0213894, 0.0120516, -0.0237437, 0.0421654, 0.0272274, -0.0150591
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0133388, -0.0263481, 0.0218698, 0.0058361, 0.0638508, 0.00971339
0.0376582, 0.0667718, 0.194818, 0.0547737, -0.00930149, 0.00605072, 0.0213894, -0.0133388, 1, 0.158499, 0.0324735, -0.744472, -0.525397, 0.0872444
0.244462, -0.042104, -0.182496, 0.1063, -0.0749157, 0.106437, 0.0120516, -0.0263481, 0.158499, 1, 0.225198, 0.140661, -0.74912, -0.0674879
0.971794, -0.713506, -0.295491, 0.218218, -0.317408, 0.462356, -0.0237437, 0.0218698, 0.0324735, 0.225198, 1, -0.0375047, -0.273057, 0.00279873
-0.00779927, 0.0061437, 0.00928158, -0.0259506, -0.00584511, 0.0114423, 0.0421654, 0.0058361, -0.744472, 0.140661, -0.0375047, 1, 0.243182, 0.0538545
